Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000662,Female,No,0,Not Graduate,No,5510.0,3590.0,658.0,360.0,1.0,Urban,N
LP000663,Male,Yes,0,Not Graduate,No,2900.0,1756.0,73.0,360.0,1.0,Rural,Y
LP000664,Male,No,3+,Not Graduate,Yes,8207.0,6896.0,587.0,360.0,1.0,Semiurban,Y
LP000665,Male,Yes,2,Graduate,No,18624.0,2731.0,99.0,360.0,1.0,Semiurban,Y
LP000666,Male,Yes,2,Graduate,No,18586.0,8172.0,144.0,360.0,1.0,Urban,N
LP000667,Male,Yes,0,Not Graduate,No,7755.0,7372.0,268.0,360.0,1.0,Rural,N
LP000668,Male,No,1,Not Graduate,No,5888.0,8679.0,430.0,360.0,0.0,Rural,N
LP000669,Male,Yes,0,Not Graduate,No,10647.0,1948.0,328.0,360.0,1.0,Rural,N
LP000670,Male,No,0,Graduate,No,8627.0,368.0,214.0,360.0,1.0,Rural,N
LP000671,Female,Yes,0,Graduate,No,3320.0,958.0,108.0,360.0,1.0,Semiurban,Y
LP000672,Male,Yes,1,Not Graduate,No,17311.0,8449.0,491.0,360.0,1.0,Urban,N
LP000673,Female,Yes,0,Not Graduate,No,19263.0,6863.0,643.0,360.0,1.0,Semiurban,Y
LP000674,Male,Yes,2,Graduate,No,5847.0,9827.0,299.0,360.0,1.0,Semiurban,N
LP000675,,No,0,Not Graduate,No,19227.0,7271.0,497.0,360.0,1.0,Rural,N
LP000676,Male,No,0,Graduate,No,18488.0,8168.0,141.0,360.0,1.0,Urban,N
LP000677,Male,No,0,Not Graduate,No,12347.0,8670.0,327.0,120.0,1.0,Urban,Y
LP000678,Female,Yes,0,Graduate,Yes,15977.0,4335.0,636.0,360.0,1.0,Semiurban,N
LP000679,Female,Yes,0,Not Graduate,No,2091.0,2415.0,63.0,360.0,1.0,Semiurban,N
LP000680,Female,Yes,0,Graduate,No,15780.0,7458.0,128.0,360.0,1.0,Rural,N
LP000681,Male,No,0,Graduate,No,8279.0,3569.0,483.0,360.0,0.0,Urban,N
LP000682,Male,Yes,0,Not Graduate,No,1621.0,8479.0,694.0,360.0,1.0,Semiurban,N
LP000683,Female,No,0,Graduate,No,17699.0,9878.0,526.0,360.0,1.0,Semiurban,Y
LP000684,Female,Yes,0,Not Graduate,No,3776.0,4229.0,551.0,360.0,1.0,Semiurban,Y
LP000685,Female,Yes,0,Graduate,No,9595.0,5916.0,289.0,360.0,1.0,Rural,Y
LP000686,Female,Yes,0,Not Graduate,No,8576.0,5950.0,413.0,360.0,0.0,Rural,N
LP000687,Male,Yes,0,Not Graduate,Yes,2377.0,9669.0,450.0,360.0,1.0,Urban,N
LP000688,Female,No,2,Graduate,No,2285.0,4320.0,191.0,360.0,1.0,Rural,Y
LP000689,Male,Yes,0,Not Graduate,No,19960.0,2684.0,288.0,360.0,1.0,Urban,N
LP000690,Male,No,0,Not Graduate,No,15970.0,2031.0,616.0,180.0,1.0,Semiurban,Y
LP000691,Male,Yes,3+,Not Graduate,No,1600.0,2896.0,541.0,360.0,1.0,Urban,N
LP000692,Female,No,2,Not Graduate,No,10067.0,899.0,578.0,360.0,1.0,Urban,N
LP000693,Male,Yes,3+,Graduate,No,10337.0,4921.0,58.0,360.0,1.0,Semiurban,N
LP000694,Male,No,1,Graduate,No,4882.0,6046.0,433.0,360.0,1.0,Semiurban,N
LP000695,Female,No,0,Not Graduate,Yes,12432.0,7061.0,317.0,360.0,1.0,Rural,N
LP000696,Male,No,0,Graduate,No,15411.0,410.0,683.0,180.0,0.0,Semiurban,Y
LP000697,Female,Yes,1,Not Graduate,No,19907.0,8565.0,371.0,240.0,1.0,Semiurban,Y
LP000698,Male,No,3+,Not Graduate,No,8792.0,4179.0,,360.0,1.0,Semiurban,N
LP000699,Male,Yes,1,Not Graduate,,18929.0,481.0,467.0,360.0,1.0,Semiurban,Y
LP000700,Female,Yes,2,Graduate,No,19981.0,7510.0,598.0,360.0,1.0,Rural,Y
LP000701,Male,Yes,0,Not Graduate,No,9576.0,8171.0,429.0,360.0,0.0,Semiurban,Y
LP000702,Male,Yes,0,Not Graduate,No,3849.0,271.0,542.0,360.0,0.0,Urban,N
LP000703,Male,No,3+,Graduate,No,18267.0,3535.0,309.0,360.0,1.0,Urban,N
LP000704,Male,Yes,2,Not Graduate,Yes,17638.0,4614.0,392.0,360.0,1.0,Semiurban,Y
LP000705,,No,3+,Graduate,No,4085.0,3074.0,632.0,360.0,1.0,Urban,N
LP000706,Male,No,2,Graduate,No,18586.0,9952.0,578.0,360.0,1.0,Rural,Y
LP000707,Female,No,0,Graduate,No,3596.0,9008.0,151.0,360.0,1.0,Semiurban,N
LP000708,Male,No,0,Not Graduate,No,1818.0,8179.0,267.0,360.0,1.0,Semiurban,Y
LP000709,Female,Yes,3+,Not Graduate,No,9712.0,796.0,345.0,120.0,0.0,Rural,Y
LP000710,Female,No,0,Not Graduate,No,18475.0,8166.0,153.0,,1.0,Semiurban,N
LP000711,Female,Yes,0,Not Graduate,No,5604.0,7555.0,182.0,360.0,1.0,Semiurban,Y
LP000712,Male,No,0,Not Graduate,No,19344.0,,570.0,360.0,1.0,Rural,Y
LP000713,Male,No,0,Not Graduate,No,19795.0,1191.0,109.0,360.0,1.0,Urban,N
LP000714,Male,No,0,Not Graduate,No,4626.0,936.0,325.0,360.0,0.0,Semiurban,N
LP000715,Female,Yes,2,Not Graduate,No,12257.0,6097.0,,360.0,1.0,Semiurban,N
LP000716,Female,Yes,0,Not Graduate,No,8412.0,22.0,516.0,360.0,1.0,Semiurban,N
LP000717,Female,Yes,0,Not Graduate,No,6848.0,3203.0,397.0,360.0,1.0,Urban,N
LP000718,Male,Yes,2,Not Graduate,,2770.0,451.0,686.0,360.0,1.0,Rural,N
LP000719,Female,Yes,0,Not Graduate,No,1781.0,273.0,632.0,360.0,0.0,Rural,N
LP000720,Female,No,2,Graduate,No,14044.0,1024.0,538.0,360.0,0.0,Semiurban,N
LP000721,Male,Yes,0,Graduate,No,3329.0,8357.0,81.0,120.0,1.0,Rural,N
LP000722,Male,No,3+,Not Graduate,No,17838.0,6553.0,223.0,240.0,1.0,Urban,Y
LP000723,Female,No,0,Not Graduate,No,5239.0,8488.0,414.0,360.0,1.0,Urban,Y
LP000724,Female,No,0,Graduate,No,7776.0,7856.0,542.0,360.0,1.0,Semiurban,N
LP000725,Female,Yes,2,Graduate,No,15921.0,8020.0,586.0,360.0,1.0,Rural,N
LP000726,Male,Yes,2,Not Graduate,No,9263.0,7796.0,210.0,360.0,1.0,Urban,Y
LP000727,Female,Yes,0,Not Graduate,No,16737.0,9128.0,374.0,360.0,0.0,Urban,Y
LP000728,Male,Yes,3+,Not Graduate,Yes,17784.0,8287.0,,360.0,1.0,Urban,N
LP000729,Male,No,0,Not Graduate,No,4307.0,570.0,334.0,360.0,1.0,Urban,N
LP000730,Male,Yes,3+,Not Graduate,No,4419.0,8332.0,236.0,360.0,1.0,Rural,N
LP000731,Female,No,0,Graduate,No,12696.0,5436.0,208.0,360.0,1.0,Semiurban,N
LP000732,Female,No,0,Not Graduate,No,19454.0,6706.0,587.0,360.0,1.0,Rural,N
LP000733,Female,No,0,Graduate,No,7256.0,766.0,624.0,360.0,1.0,Semiurban,N
LP000734,Male,Yes,0,Graduate,No,8207.0,1626.0,491.0,360.0,1.0,Urban,N
LP000735,Female,Yes,0,Not Graduate,No,14096.0,,134.0,360.0,1.0,Urban,N
LP000736,Male,No,0,Not Graduate,No,4882.0,6320.0,364.0,,1.0,Urban,N
LP000737,Female,Yes,0,Graduate,No,5264.0,4710.0,495.0,120.0,1.0,Semiurban,Y
LP000738,Male,Yes,0,Not Graduate,No,11939.0,653.0,288.0,360.0,1.0,Rural,Y
LP000739,Male,Yes,0,Graduate,No,16650.0,8333.0,96.0,,1.0,Urban,N
LP000740,Male,Yes,2,Graduate,No,17800.0,5834.0,327.0,360.0,1.0,Semiurban,N
LP000741,Male,No,1,Not Graduate,No,4924.0,5624.0,513.0,360.0,0.0,Urban,Y
LP000742,Female,Yes,2,Not Graduate,No,18982.0,6042.0,414.0,240.0,1.0,Semiurban,Y
LP000743,Female,No,3+,Not Graduate,No,15771.0,2877.0,223.0,360.0,1.0,Rural,N
LP000744,Male,Yes,1,Graduate,Yes,12495.0,4606.0,140.0,120.0,1.0,Urban,N
LP000745,Female,No,3+,Graduate,No,15082.0,3525.0,372.0,180.0,1.0,Urban,N
LP000746,Male,No,0,Graduate,No,14832.0,5394.0,229.0,120.0,1.0,Rural,Y
LP000747,Female,No,0,Not Graduate,No,12799.0,4555.0,476.0,360.0,1.0,Urban,N
LP000748,Female,Yes,0,Graduate,No,1697.0,9382.0,158.0,360.0,1.0,Rural,Y
LP000749,Female,Yes,0,Not Graduate,No,4188.0,7155.0,595.0,360.0,1.0,Rural,Y
LP000750,Male,Yes,2,Not Graduate,No,16389.0,383.0,376.0,360.0,1.0,Urban,Y
LP000751,Female,No,0,Graduate,No,8598.0,2198.0,,360.0,1.0,Semiurban,N
LP000752,Female,No,0,Not Graduate,No,11260.0,5367.0,627.0,120.0,1.0,Rural,N
LP000753,Male,No,2,Graduate,No,10562.0,,317.0,360.0,0.0,Urban,N
LP000754,Male,Yes,0,Not Graduate,No,2009.0,2642.0,320.0,360.0,1.0,Rural,N
LP000755,Female,No,0,Not Graduate,No,13725.0,5221.0,687.0,360.0,0.0,Semiurban,N
LP000756,Female,Yes,1,Graduate,No,19772.0,3731.0,553.0,360.0,1.0,Semiurban,Y
LP000757,Female,No,3+,Not Graduate,No,3750.0,2988.0,321.0,360.0,1.0,Rural,Y
LP000758,Female,Yes,2,Graduate,No,6171.0,9263.0,308.0,360.0,1.0,Semiurban,N
LP000759,Female,No,1,Not Graduate,No,6510.0,,287.0,360.0,1.0,Rural,N
LP000760,Male,Yes,0,Graduate,No,2484.0,761.0,456.0,360.0,1.0,Semiurban,Y
LP000761,Male,Yes,0,Graduate,No,2295.0,7402.0,353.0,360.0,0.0,Urban,Y
LP000762,Male,No,0,Not Graduate,No,7589.0,927.0,652.0,360.0,1.0,Semiurban,Y
LP000763,Female,Yes,2,Not Graduate,No,15546.0,2144.0,488.0,360.0,1.0,Semiurban,N
LP000764,Male,No,0,Graduate,No,2347.0,1798.0,279.0,360.0,0.0,Rural,Y
LP000765,Female,No,0,Graduate,No,19275.0,7518.0,352.0,360.0,1.0,Urban,N
LP000766,Female,No,3+,Graduate,No,9093.0,7597.0,468.0,240.0,0.0,Urban,Y
LP000767,Female,Yes,2,Graduate,No,16574.0,4247.0,213.0,360.0,1.0,Semiurban,Y
LP000768,Male,Yes,1,Not Graduate,Yes,9127.0,450.0,194.0,360.0,1.0,Urban,Y
LP000769,Female,No,0,Not Graduate,No,5957.0,9009.0,403.0,360.0,1.0,Urban,N
LP000770,Male,Yes,0,Not Graduate,No,6071.0,6391.0,178.0,360.0,1.0,Semiurban,Y
LP000771,Female,No,0,Not Graduate,No,14091.0,9146.0,304.0,240.0,0.0,Urban,N
LP000772,Male,Yes,1,Not Graduate,No,11129.0,4580.0,614.0,360.0,1.0,Semiurban,Y
LP000773,Male,Yes,0,Graduate,Yes,15539.0,6585.0,530.0,360.0,1.0,Urban,N
LP000774,Female,Yes,2,Graduate,No,18761.0,3885.0,670.0,360.0,1.0,Urban,Y
LP000775,Male,Yes,,Not Graduate,No,2595.0,2547.0,,360.0,1.0,Urban,N
LP000776,Male,Yes,0,Not Graduate,No,13214.0,3032.0,157.0,240.0,1.0,Rural,Y
