Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001093,Female,Yes,0,Not Graduate,Yes,7743.0,3101.0,581.0,360.0,1.0,Rural,Y
LP001094,Male,Yes,3+,Graduate,Yes,18639.0,9502.0,379.0,120.0,0.0,Semiurban,N
LP001095,Male,Yes,0,Graduate,No,9860.0,1465.0,,360.0,1.0,Rural,N
LP001096,Male,No,2,Not Graduate,No,19018.0,3510.0,274.0,360.0,1.0,Semiurban,Y
LP001097,Male,No,0,Not Graduate,No,17206.0,6307.0,385.0,360.0,1.0,Semiurban,N
LP001098,Female,No,0,Not Graduate,No,6324.0,4430.0,539.0,360.0,0.0,Semiurban,Y
LP001099,Male,No,1,Not Graduate,No,18123.0,9775.0,468.0,360.0,1.0,Rural,N
LP001100,Male,Yes,1,Not Graduate,No,3787.0,589.0,661.0,360.0,1.0,Semiurban,N
LP001101,Female,No,0,Not Graduate,No,16568.0,5462.0,429.0,360.0,1.0,Rural,Y
LP001102,Female,No,0,Not Graduate,,5865.0,7952.0,445.0,360.0,1.0,Semiurban,Y
LP001103,Female,Yes,1,Graduate,No,2809.0,2330.0,62.0,180.0,0.0,Rural,Y
LP001104,,No,0,Graduate,No,15377.0,9662.0,57.0,360.0,1.0,Semiurban,N
LP001105,Male,Yes,0,Not Graduate,No,18326.0,3469.0,208.0,120.0,1.0,Rural,Y
LP001106,Male,No,1,Not Graduate,No,10416.0,9113.0,177.0,360.0,1.0,Urban,Y
LP001107,Female,No,0,Not Graduate,No,18791.0,170.0,405.0,360.0,1.0,Rural,Y
LP001108,Female,Yes,0,Not Graduate,No,19410.0,4298.0,202.0,360.0,1.0,Urban,N
LP001109,Male,No,0,Not Graduate,No,3970.0,5760.0,574.0,360.0,1.0,Rural,N
LP001110,Female,No,3+,Not Graduate,No,1569.0,4375.0,593.0,360.0,1.0,Urban,Y
LP001111,Male,Yes,0,Graduate,No,16670.0,403.0,455.0,360.0,1.0,Urban,Y
LP001112,Male,Yes,1,Graduate,No,7914.0,3527.0,183.0,360.0,1.0,Rural,Y
LP001113,Female,Yes,0,Not Graduate,No,13757.0,9223.0,98.0,360.0,1.0,Semiurban,N
LP001114,Female,No,0,Not Graduate,Yes,13889.0,9597.0,632.0,360.0,1.0,Semiurban,Y
LP001115,Female,No,0,Not Graduate,No,19012.0,2065.0,117.0,360.0,1.0,Semiurban,Y
LP001116,Male,No,0,Graduate,No,15777.0,7669.0,217.0,360.0,1.0,Semiurban,N
LP001117,Female,No,2,Graduate,No,2097.0,9337.0,554.0,360.0,1.0,Semiurban,Y
LP001118,Male,No,0,Graduate,No,7061.0,1902.0,153.0,180.0,0.0,Semiurban,Y
LP001119,Male,Yes,1,Not Graduate,No,10363.0,,207.0,360.0,1.0,Rural,N
LP001120,Female,No,0,Graduate,No,7605.0,4690.0,150.0,360.0,1.0,Urban,Y
LP001121,Female,Yes,0,Not Graduate,No,4399.0,5516.0,163.0,360.0,0.0,Rural,N
LP001122,Female,Yes,0,Not Graduate,,,4584.0,495.0,360.0,1.0,Urban,Y
LP001123,Female,No,2,Not Graduate,No,5490.0,6331.0,367.0,240.0,1.0,Urban,N
LP001124,Female,Yes,2,Not Graduate,No,13224.0,5273.0,591.0,360.0,0.0,Rural,N
LP001125,Female,No,2,Graduate,No,4248.0,123.0,81.0,180.0,1.0,Urban,Y
LP001126,Male,No,0,Not Graduate,Yes,7004.0,7476.0,388.0,360.0,1.0,Rural,N
LP001127,Male,Yes,2,Not Graduate,Yes,12282.0,8798.0,165.0,360.0,1.0,Rural,N
LP001128,Male,Yes,0,Graduate,No,15086.0,2921.0,458.0,360.0,1.0,Semiurban,N
LP001129,Male,No,1,Not Graduate,No,12722.0,9286.0,555.0,360.0,0.0,Urban,N
LP001130,Female,No,3+,Not Graduate,No,16651.0,2151.0,662.0,360.0,0.0,Semiurban,Y
LP001131,Female,Yes,0,Not Graduate,No,14231.0,2713.0,648.0,360.0,1.0,Rural,Y
LP001132,Male,Yes,0,Graduate,No,5601.0,7923.0,573.0,360.0,1.0,Rural,N
LP001133,Male,No,1,Not Graduate,No,2727.0,1715.0,314.0,360.0,0.0,Urban,Y
LP001134,Female,No,1,Not Graduate,Yes,16729.0,9895.0,430.0,360.0,1.0,Semiurban,Y
LP001135,Male,Yes,0,Graduate,No,2221.0,3459.0,322.0,360.0,1.0,Semiurban,Y
LP001136,Female,Yes,3+,Not Graduate,No,18814.0,6894.0,547.0,360.0,1.0,Urban,Y
LP001137,Female,No,1,Not Graduate,No,12020.0,1889.0,548.0,360.0,1.0,Rural,N
LP001138,Male,No,0,Not Graduate,No,12657.0,4656.0,418.0,360.0,1.0,Rural,Y
LP001139,Female,No,0,Not Graduate,No,13241.0,1895.0,426.0,240.0,1.0,Urban,N
LP001140,Female,No,2,Graduate,No,3975.0,2927.0,109.0,360.0,1.0,Urban,N
LP001141,Male,No,0,Graduate,No,10104.0,2693.0,474.0,360.0,1.0,Urban,Y
LP001142,Female,Yes,0,Not Graduate,No,,5252.0,501.0,360.0,1.0,Semiurban,Y
LP001143,Female,No,1,Graduate,Yes,5187.0,4241.0,186.0,360.0,1.0,Urban,N
LP001144,Male,Yes,1,Not Graduate,No,2526.0,5250.0,284.0,360.0,1.0,Rural,Y
LP001145,Female,No,1,Not Graduate,No,14472.0,2561.0,549.0,360.0,1.0,Urban,N
LP001146,Female,Yes,0,Graduate,No,7295.0,1826.0,304.0,360.0,1.0,Semiurban,Y
LP001147,Female,Yes,2,Not Graduate,No,9751.0,3506.0,537.0,360.0,1.0,Semiurban,N
LP001148,Female,No,3+,Not Graduate,No,,4931.0,398.0,360.0,1.0,Urban,N
LP001149,Female,No,0,Not Graduate,No,12269.0,7202.0,417.0,360.0,1.0,Rural,Y
LP001150,Female,Yes,1,Not Graduate,No,19918.0,2475.0,552.0,360.0,1.0,Urban,Y
LP001151,Female,No,3+,Graduate,No,13760.0,,147.0,360.0,1.0,Semiurban,N
LP001152,Female,Yes,1,Graduate,No,6577.0,5417.0,326.0,360.0,1.0,Rural,Y
LP001153,Female,Yes,1,Graduate,No,15561.0,3184.0,74.0,360.0,1.0,Semiurban,N
LP001154,Female,No,0,Graduate,No,18660.0,4721.0,518.0,360.0,1.0,Semiurban,N
LP001155,Female,Yes,0,Graduate,No,17519.0,,623.0,120.0,1.0,Semiurban,N
LP001156,Male,No,0,Not Graduate,No,9738.0,3244.0,645.0,360.0,1.0,Urban,N
LP001157,Female,Yes,1,Graduate,No,17116.0,693.0,585.0,360.0,1.0,Semiurban,N
LP001158,Female,No,,Graduate,No,19385.0,3073.0,474.0,360.0,1.0,Urban,Y
LP001159,Male,No,0,Not Graduate,No,7999.0,6599.0,627.0,360.0,1.0,Urban,N
LP001160,Female,Yes,0,Not Graduate,,3164.0,3540.0,314.0,360.0,1.0,Urban,N
LP001161,Male,Yes,0,Not Graduate,No,8096.0,1619.0,284.0,360.0,1.0,Semiurban,N
LP001162,Male,No,2,Not Graduate,No,13732.0,3914.0,697.0,360.0,0.0,Semiurban,N
LP001163,Female,No,0,Not Graduate,No,7820.0,3873.0,175.0,360.0,0.0,Semiurban,N
LP001164,Male,Yes,1,Graduate,No,12695.0,564.0,657.0,360.0,1.0,Rural,Y
LP001165,Female,No,0,Graduate,No,19906.0,8687.0,599.0,180.0,1.0,Rural,N
LP001166,Female,Yes,0,Graduate,No,9901.0,8992.0,197.0,360.0,0.0,Rural,Y
LP001167,Female,Yes,0,Not Graduate,Yes,14836.0,640.0,556.0,360.0,1.0,Rural,Y
LP001168,Male,Yes,2,Graduate,No,10879.0,162.0,608.0,360.0,1.0,Rural,Y
LP001169,Male,Yes,1,Not Graduate,No,4553.0,4346.0,128.0,120.0,1.0,Semiurban,Y
LP001170,Female,No,3+,Graduate,No,17918.0,7704.0,589.0,360.0,1.0,Semiurban,Y
LP001171,,No,1,Not Graduate,No,3543.0,8835.0,528.0,240.0,1.0,Semiurban,Y
LP001172,Female,No,0,Graduate,,14262.0,4424.0,327.0,360.0,1.0,Urban,N
LP001173,Male,No,0,Graduate,No,9955.0,4464.0,162.0,120.0,1.0,Urban,Y
LP001174,Female,No,3+,Not Graduate,No,10820.0,9330.0,275.0,360.0,1.0,Semiurban,N
LP001175,Female,No,1,Not Graduate,No,15027.0,3708.0,122.0,360.0,0.0,Semiurban,Y
LP001176,Female,No,0,Not Graduate,No,19995.0,6749.0,110.0,360.0,1.0,Semiurban,Y
LP001177,Male,No,1,Graduate,No,6355.0,137.0,563.0,360.0,1.0,Semiurban,Y
LP001178,Female,No,0,Not Graduate,No,15809.0,9875.0,414.0,360.0,1.0,Urban,N
LP001179,Female,Yes,0,Not Graduate,No,18356.0,7106.0,138.0,360.0,1.0,Urban,N
LP001180,Female,No,0,Not Graduate,No,9203.0,7242.0,509.0,360.0,0.0,Semiurban,N
LP001181,Male,No,2,Graduate,No,13269.0,4251.0,488.0,,1.0,Semiurban,Y
LP001182,Female,No,0,Not Graduate,No,6174.0,1058.0,53.0,360.0,1.0,Semiurban,Y
LP001183,Female,No,0,Graduate,No,5830.0,4614.0,548.0,360.0,0.0,Rural,Y
LP001184,Male,No,0,Graduate,No,16437.0,4277.0,107.0,360.0,0.0,Semiurban,N
LP001185,Female,,0,Graduate,No,4408.0,8361.0,688.0,360.0,1.0,Semiurban,N
LP001186,Female,Yes,0,Not Graduate,No,7832.0,5413.0,204.0,360.0,0.0,Semiurban,N
LP001187,Male,No,0,Graduate,No,15496.0,5842.0,591.0,360.0,1.0,Rural,N
LP001188,Male,Yes,0,Not Graduate,No,19282.0,3903.0,159.0,360.0,1.0,Rural,Y
LP001189,Female,No,3+,Not Graduate,No,5184.0,,408.0,180.0,1.0,Semiurban,N
LP001190,Male,No,0,Not Graduate,No,16889.0,9579.0,367.0,360.0,1.0,Rural,N
LP001191,Female,Yes,0,Graduate,No,1969.0,3051.0,242.0,120.0,1.0,Rural,N
LP001192,Male,Yes,0,Graduate,No,6999.0,3666.0,572.0,360.0,1.0,Urban,Y
LP001193,Female,No,0,Graduate,No,11861.0,2760.0,,360.0,0.0,Semiurban,N
LP001194,Male,Yes,2,Not Graduate,No,5823.0,3835.0,578.0,360.0,1.0,Urban,Y
LP001195,Female,Yes,0,Not Graduate,Yes,2488.0,1360.0,448.0,360.0,1.0,Semiurban,N
LP001196,Female,No,2,Graduate,No,19315.0,8614.0,166.0,360.0,1.0,Semiurban,Y
LP001197,Female,Yes,2,Graduate,No,15718.0,3973.0,278.0,360.0,1.0,Rural,Y
LP001198,Female,Yes,1,Not Graduate,Yes,8196.0,2829.0,,360.0,1.0,Semiurban,Y
LP001199,Male,No,0,Not Graduate,No,13802.0,145.0,448.0,360.0,0.0,Rural,Y
LP001200,Female,Yes,0,Not Graduate,No,18097.0,2373.0,236.0,360.0,1.0,Rural,Y
LP001201,Male,Yes,1,Not Graduate,No,14390.0,229.0,508.0,360.0,1.0,Urban,N
LP001202,Male,No,2,Graduate,No,13839.0,5388.0,210.0,360.0,1.0,Rural,N
LP001203,Male,No,1,Graduate,No,8983.0,4680.0,104.0,360.0,1.0,Urban,N
LP001204,Male,No,0,Not Graduate,No,4940.0,8049.0,613.0,360.0,0.0,Rural,N
LP001205,Female,No,0,Graduate,No,7232.0,2665.0,68.0,360.0,1.0,Urban,N
LP001206,Female,No,1,Graduate,No,10391.0,3593.0,472.0,120.0,0.0,Semiurban,N
LP001207,Male,Yes,1,Not Graduate,No,6652.0,2829.0,520.0,360.0,1.0,Semiurban,N
LP001208,Male,Yes,0,Not Graduate,No,,3336.0,59.0,360.0,1.0,Rural,N
LP001209,,Yes,0,Graduate,Yes,6112.0,7816.0,505.0,120.0,1.0,Semiurban,N
LP001210,Male,Yes,0,Not Graduate,No,18564.0,1241.0,371.0,360.0,1.0,Semiurban,N
LP001211,Male,No,1,Graduate,No,5400.0,5048.0,489.0,360.0,0.0,Semiurban,N
LP001212,Male,No,1,Not Graduate,No,16602.0,3295.0,56.0,360.0,1.0,Rural,N
LP001213,Female,Yes,2,Graduate,No,5864.0,9576.0,139.0,120.0,1.0,Semiurban,N
LP001214,Female,No,1,Not Graduate,No,15831.0,3362.0,217.0,360.0,0.0,Semiurban,N
LP001215,Male,Yes,0,Graduate,,19671.0,1388.0,452.0,240.0,1.0,Semiurban,Y
LP001216,Male,Yes,1,Not Graduate,No,18601.0,8297.0,247.0,360.0,1.0,Urban,N
LP001217,Female,No,3+,Not Graduate,No,5357.0,5752.0,433.0,240.0,1.0,Semiurban,Y
LP001218,Female,Yes,3+,Not Graduate,No,3687.0,1821.0,572.0,360.0,1.0,Semiurban,N
LP001219,Male,Yes,2,Not Graduate,No,13931.0,8476.0,,360.0,1.0,Urban,N
LP001220,Female,Yes,0,Not Graduate,No,11961.0,595.0,405.0,360.0,0.0,Rural,Y
LP001221,Male,Yes,2,Graduate,No,2280.0,9254.0,189.0,360.0,1.0,Rural,N
LP001222,Male,No,2,Graduate,No,17773.0,6655.0,378.0,360.0,1.0,Urban,N
LP001223,Female,No,1,Not Graduate,Yes,18513.0,8743.0,345.0,180.0,0.0,Urban,Y
LP001224,Male,Yes,0,Graduate,No,7229.0,7877.0,355.0,360.0,1.0,Rural,Y
LP001225,Female,Yes,3+,Graduate,No,6030.0,5784.0,113.0,360.0,1.0,Semiurban,N
LP001226,Male,No,0,Not Graduate,No,7164.0,6884.0,261.0,360.0,1.0,Rural,N
LP001227,Male,No,0,Graduate,No,9121.0,6049.0,460.0,360.0,1.0,Rural,N
LP001228,,Yes,0,Graduate,No,17681.0,3605.0,658.0,360.0,1.0,Rural,N
LP001229,Male,Yes,1,Graduate,Yes,12769.0,9527.0,142.0,120.0,1.0,Urban,Y
LP001230,Female,No,0,Graduate,No,4812.0,7287.0,542.0,360.0,0.0,Semiurban,Y
LP001231,Male,No,0,Not Graduate,No,12818.0,695.0,363.0,360.0,1.0,Semiurban,N
LP001232,Male,Yes,2,Graduate,No,12834.0,3044.0,111.0,180.0,1.0,Semiurban,Y
LP001233,Male,No,2,Graduate,No,11321.0,1946.0,483.0,360.0,0.0,Semiurban,Y
LP001234,Female,Yes,1,Graduate,No,19357.0,2722.0,652.0,240.0,1.0,Rural,N
LP001235,Male,No,0,Graduate,No,19953.0,9715.0,408.0,240.0,1.0,Semiurban,N
LP001236,Female,No,1,Not Graduate,No,18444.0,9875.0,622.0,360.0,1.0,Semiurban,Y
LP001237,Male,No,0,Graduate,No,4195.0,1806.0,508.0,360.0,1.0,Semiurban,N
LP001238,Female,Yes,0,Not Graduate,No,9410.0,8141.0,103.0,360.0,1.0,Semiurban,Y
LP001239,Male,Yes,0,Not Graduate,No,12351.0,8301.0,347.0,360.0,1.0,Urban,N
LP001240,Female,Yes,2,Not Graduate,No,16303.0,8983.0,313.0,360.0,1.0,Urban,N
LP001241,Female,No,0,Not Graduate,No,8960.0,8125.0,384.0,360.0,1.0,Semiurban,Y
LP001242,Female,Yes,0,Not Graduate,No,12451.0,2639.0,407.0,360.0,1.0,Semiurban,N
LP001243,Female,Yes,0,Graduate,No,3503.0,9178.0,477.0,360.0,1.0,Semiurban,N
LP001244,Female,Yes,0,Graduate,No,13908.0,3883.0,348.0,360.0,1.0,Urban,N
LP001245,Female,No,3+,Not Graduate,No,5492.0,3725.0,297.0,360.0,0.0,Rural,Y
LP001246,Male,Yes,3+,Not Graduate,No,2961.0,8264.0,382.0,360.0,0.0,Semiurban,N
LP001247,Male,Yes,0,Graduate,No,14538.0,4973.0,143.0,360.0,0.0,Urban,N
LP001248,Female,Yes,0,Graduate,No,18778.0,2764.0,232.0,360.0,0.0,Rural,N
LP001249,Female,No,0,Not Graduate,No,10698.0,3989.0,68.0,360.0,1.0,Urban,Y
LP001250,Female,No,2,Graduate,No,13974.0,591.0,245.0,360.0,1.0,Semiurban,N
LP001251,Male,No,0,Graduate,No,6778.0,8216.0,114.0,360.0,0.0,Rural,N
LP001252,Male,No,0,Not Graduate,No,2017.0,6320.0,401.0,360.0,1.0,Semiurban,N
LP001253,Male,No,0,Not Graduate,No,8325.0,5398.0,253.0,360.0,1.0,Urban,Y
LP001254,Female,Yes,0,Not Graduate,No,9554.0,5339.0,125.0,360.0,1.0,Urban,Y
LP001255,Male,No,0,Not Graduate,No,6799.0,9218.0,422.0,360.0,1.0,Urban,Y
LP001256,Male,Yes,0,Not Graduate,No,17290.0,3899.0,162.0,360.0,1.0,Rural,Y
LP001257,Female,Yes,0,Graduate,No,8879.0,9622.0,591.0,180.0,1.0,Rural,Y
LP001258,Male,No,0,Not Graduate,No,15735.0,9760.0,541.0,360.0,1.0,Urban,N
LP001259,Female,Yes,3+,Graduate,No,2500.0,6837.0,561.0,360.0,1.0,Rural,N
LP001260,Male,Yes,0,Not Graduate,No,10331.0,,461.0,360.0,1.0,Urban,Y
LP001261,Female,Yes,0,Not Graduate,No,15619.0,9304.0,285.0,120.0,0.0,Urban,N
LP001262,Male,No,3+,Not Graduate,No,2229.0,1876.0,654.0,360.0,1.0,Urban,Y
LP001263,Male,Yes,2,Not Graduate,No,4310.0,7670.0,,360.0,0.0,Rural,N
LP001264,Male,No,0,Not Graduate,No,4437.0,158.0,647.0,360.0,1.0,Rural,Y
LP001265,Male,No,1,Not Graduate,No,5696.0,,158.0,180.0,0.0,Semiurban,Y
LP001266,Male,No,0,Graduate,No,7963.0,4454.0,354.0,,1.0,Rural,Y
LP001267,Male,Yes,1,Not Graduate,No,19005.0,2028.0,206.0,360.0,1.0,Semiurban,N
LP001268,Female,No,3+,Not Graduate,No,14635.0,6843.0,690.0,360.0,1.0,Semiurban,N
LP001269,Male,Yes,0,Graduate,No,16533.0,764.0,336.0,360.0,1.0,Urban,Y
LP001270,Female,Yes,0,Graduate,No,16191.0,191.0,332.0,360.0,1.0,Rural,Y
LP001271,Female,Yes,0,Not Graduate,No,12634.0,8435.0,340.0,360.0,1.0,Rural,N
LP001272,Female,No,1,Graduate,No,11306.0,7137.0,57.0,360.0,1.0,Semiurban,Y
LP001273,Male,Yes,1,Graduate,No,9022.0,9125.0,89.0,360.0,0.0,Urban,Y
LP001274,Male,Yes,1,Not Graduate,No,18946.0,1100.0,183.0,240.0,1.0,Urban,N
LP001275,Male,Yes,0,Not Graduate,No,8970.0,8924.0,359.0,360.0,1.0,Urban,Y
